City,Postal Code,MLS Area,Latitude (generated),Longitude (generated)
THEODORE,36582,24 - West Mobile County,30.5477,-88.1753
THEODORE,36582,23 - Grand Bay North,30.5477,-88.1753
THEODORE,36582,22 - S Mobile City/Theodore,30.5477,-88.1753
THEODORE,36582,21 - Dauphin Island Pkwy South,30.5477,-88.1753
THEODORE,36582,20 - Western Bay Shores,30.5477,-88.1753
THEODORE,36582,19 - Tillman's Corner/Theodore,30.5477,-88.1753
THEODORE,36582,18 - West Mobile,30.5477,-88.1753
THEODORE,36590,22 - S Mobile City/Theodore,30.5477,-88.1753
THEODORE,36619,19 - Tillman's Corner/Theodore,30.5477,-88.1753
THEODORE,36852,23 - Grand Bay North,30.5477,-88.1753
THEODORE,36852,19 - Tillman's Corner/Theodore,30.5477,-88.1753
THEODORE,36950,22 - S Mobile City/Theodore,30.5477,-88.1753
TILLMANS CORNER,36619,19 - Tillman's Corner/Theodore,,
VINEGAR BEND,36584,32 - Washington County,31.2634,-88.3449
WHISTLER,36610,10 - Eight Mile/Prichard,,
WHISTLER,36610,09 - MidCentral,,
WHISTLER,36612,10 - Eight Mile/Prichard,,
WHISTLER,36612,09 - MidCentral,,
WHISTLER,36613,10 - Eight Mile/Prichard,,
WILMER,,26 - Semmes/Wilmer/Lott Rd,,
WILMER,36521,26 - Semmes/Wilmer/Lott Rd,,
WILMER,36522,31 - NW Mobile City/Citronelle,,
WILMER,36526,26 - Semmes/Wilmer/Lott Rd,,
WILMER,36575,26 - Semmes/Wilmer/Lott Rd,,
WILMER,36582,26 - Semmes/Wilmer/Lott Rd,,
WILMER,36587,31 - NW Mobile City/Citronelle,,
WILMER,36587,27 - Saraland,,
WILMER,36587,26 - Semmes/Wilmer/Lott Rd,,
WILMER,36587,25 - West Mobile/Semmes,,
WILMER,36587,24 - West Mobile County,,
WILMER,36587,14 - Municipal Park/West Central,,
WILMER,36857,25 - West Mobile/Semmes,,
